ID,TimeStamp,Area,UserId,Controller,ActivityType,GroupID
8427350,2022-10-10 07:43,Support,493,/Support/Tickets/GetAllSupervisor,CustomControls,39
8427351,2022-10-10 07:43,Support,493,/Support/Tickets/GetAssignedUsers,CustomControls,39
8427352,2022-10-10 07:43,Support,493,/Support/Tickets/AddComment,ButtonClicked,39
8427353,2022-10-10 07:43,Support,493,/Support/Tickets/CloseTicket,ButtonClicked,39
8427354,2022-10-10 07:43,Support,493,/Support/Tickets,MenuAccessed,39
8427355,2022-10-10 07:44,ASTIR,1091,/ASTIR/,MenuAccessed,42
8427356,2022-10-10 07:44,ASTIR,1091,/ASTIR/ManageReports/,MenuAccessed,42
8427357,2022-10-10 07:44,ASTIR,1091,/ASTIR/ManageReports/GetSystems/,SelectClicked,42
8427358,2022-10-10 07:44,ASTIR,1091,/ASTIR/ManageReports/ReadEntries,SelectClicked,14
8427359,2022-10-10 07:44,ASTIR,1091,/ASTIR/ManageReports/ReturnTriggerSettingsForReports/,CustomControls,14
8427360,2022-10-10 07:44,ASTIR,493,/ASTIR/TagDataViewer/SearchTags,SpanClicked,39
8427361,2022-10-10 07:44,ASTIR,1091,/ASTIR/ManageReports/ReadEntries,ButtonClicked,14
8427362,2022-10-10 07:44,ASTIR,1091,/ASTIR/ManageReports/TriggerReports/,ButtonClicked,14
8427363,2022-10-10 07:44,ASTIR,1091,/ASTIR/ManageReports/ReadEntries,ButtonClicked,14
8427364,2022-10-10 07:44,ASTIR,493,/ASTIR/TagDataViewer/GetTagDataValues,ButtonClicked,39
8427365,2022-10-10 07:44,WorkLog,1065,/WorkLog/CreateLogEntries,CustomControls,13
8427366,2022-10-10 07:44,WorkLog,1065,/WorkLog/GetLogEntries,CustomControls,NULL
8427367,2022-10-10 07:44,WorkLog,1065,/WorkLog/GetLogEntries,CustomControls,NULL
8427368,2022-10-10 07:44,WorkLog,1065,/WorkLog/GetTaskCategoryDetails,CustomControls,13
8427369,2022-10-10 07:44,WorkLog,1065,/WorkLog/GetLogEntries,CustomControls,NULL
8427370,2022-10-10 07:44,WorkLog,1065,/WorkLog/GetTaskCategoryDetails,CustomControls,13
8427371,2022-10-10 07:44,WorkLog,1065,/WorkLog/WorkLogDailyViewer/ReadEntries,CustomControls,NULL
8427372,2022-10-10 07:44,Support,493,/Support/Tickets/GetAssignedUsers,CustomControls,39
8427373,2022-10-10 07:44,Support,493,/Support/Tickets/GetAllApprovedUsers,CustomControls,39
8427374,2022-10-10 07:44,Support,493,/Support/Tickets/GetAllSupervisor,CustomControls,39
8427375,2022-10-10 07:44,Support,493,/Support/Tickets/GetInformedUsers,CustomControls,39
8427376,2022-10-10 07:44,Support,493,/Support/Tickets/AddComment,ButtonClicked,39
8427377,2022-10-10 07:44,Support,493,/Support/Tickets/CloseTicket,ButtonClicked,39
8427378,2022-10-10 07:44,Support,493,/Support/Tickets,MenuAccessed,39
8427379,2022-10-10 07:44,ASTIR,493,/ASTIR/TagDataViewer/SearchTags,SpanClicked,39
8427380,2022-10-10 07:44,ASTIR,1091,/ASTIR/,MenuAccessed,14
8427381,2022-10-10 07:44,ASTIR,493,/ASTIR/TagDataViewer/GetTagDataValues,ButtonClicked,39
8427382,2022-10-10 07:45,ASTIR,1091,/ASTIR/EditReports/,MenuAccessed,14
8427383,2022-10-10 07:45,Support,493,/Support/Tickets/GetAssignedUsers,CustomControls,39
