laa_ID,laa_TimeStamp,laa_Area,fk_u_ID,laa_Controller,laa_ActivityType,fk_g_ID
8461748,2022-10-13 01:58,ASTIR,1228,/ASTIR/PendingFiles,MenuAccessed,2
8461749,2022-10-13 01:58,ASTIR,1228,/ASTIR/,MenuAccessed,2
8461750,2022-10-13 01:58,ASTIR,1228,/ASTIR/ManageReports/,MenuAccessed,2
8461751,2022-10-13 01:58,ASTIR,1228,/ASTIR/ManageReports/ReturnTriggerSettingsForReports/,CustomControls,2
8461752,2022-10-13 01:58,ASTIR,1228,/ASTIR/ManageReports/ReadEntries,ButtonClicked,2
8461753,2022-10-13 01:58,ASTIR,1228,/ASTIR/ManageReports/TriggerReports/,ButtonClicked,2
8461754,2022-10-13 01:58,ASTIR,1228,/ASTIR/ManageReports/ReturnTriggerSettingsForReports/,CustomControls,2
8461755,2022-10-13 01:58,ASTIR,1228,/ASTIR/ManageReports/ReadEntries,CustomControls,2
8461756,2022-10-13 01:59,ASTIR,1228,/ASTIR/ManageReports/ReturnTriggerSettingsForReports/,CustomControls,2
8461757,2022-10-13 01:59,ASTIR,1228,/ASTIR/ManageReports/TriggerReports/,ButtonClicked,2
8461758,2022-10-13 01:59,ASTIR,1228,/ASTIR/ManageReports/ReadEntries,ButtonClicked,2
8461759,2022-10-13 01:59,ASTIR,1228,/ASTIR/ManageReports/ReadEntries,ButtonClicked,2
8461760,2022-10-13 02:02,ASTIR,1228,/ASTIR/ManageReports/,MenuAccessed,2
8461761,2022-10-13 02:02,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461762,2022-10-13 02:02,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461763,2022-10-13 02:02,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461764,2022-10-13 02:02,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461765,2022-10-13 02:02,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461766,2022-10-13 02:03,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461767,2022-10-13 02:08,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461768,2022-10-13 02:08,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461769,2022-10-13 02:08,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461770,2022-10-13 02:08,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461771,2022-10-13 02:08,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461772,2022-10-13 02:08,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461773,2022-10-13 02:10,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461774,2022-10-13 02:10,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461775,2022-10-13 02:10,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461776,2022-10-13 02:10,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461777,2022-10-13 02:10,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461778,2022-10-13 02:10,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461779,2022-10-13 02:11,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461780,2022-10-13 02:11,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461781,2022-10-13 02:11,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461782,2022-10-13 02:11,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461783,2022-10-13 02:11,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461784,2022-10-13 02:11,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461785,2022-10-13 02:14,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461786,2022-10-13 02:14,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461787,2022-10-13 02:14,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461788,2022-10-13 02:14,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461789,2022-10-13 02:14,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461790,2022-10-13 02:15,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461791,2022-10-13 02:15,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461792,2022-10-13 02:15,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461793,2022-10-13 02:15,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461794,2022-10-13 02:15,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461795,2022-10-13 02:15,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461796,2022-10-13 02:15,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461797,2022-10-13 02:16,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461798,2022-10-13 02:16,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461799,2022-10-13 02:16,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461800,2022-10-13 02:16,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461801,2022-10-13 02:16,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461802,2022-10-13 02:16,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461803,2022-10-13 02:16,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461804,2022-10-13 02:16,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461805,2022-10-13 02:16,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461806,2022-10-13 02:16,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461807,2022-10-13 02:16,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461808,2022-10-13 02:17,Support,993,/Support/Tickets,MenuAccessed,NULL
8461809,2022-10-13 02:18,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461810,2022-10-13 02:18,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461811,2022-10-13 02:18,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461812,2022-10-13 02:18,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461813,2022-10-13 02:18,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461814,2022-10-13 02:18,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461815,2022-10-13 02:19,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461816,2022-10-13 02:19,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461817,2022-10-13 02:19,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461818,2022-10-13 02:19,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461819,2022-10-13 02:19,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461820,2022-10-13 02:19,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461821,2022-10-13 02:24,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461822,2022-10-13 02:24,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461823,2022-10-13 02:24,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461824,2022-10-13 02:24,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461825,2022-10-13 02:24,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461826,2022-10-13 02:24,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461827,2022-10-13 02:24,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461828,2022-10-13 02:25,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461829,2022-10-13 02:25,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461830,2022-10-13 02:25,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461831,2022-10-13 02:25,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461832,2022-10-13 02:25,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461833,2022-10-13 02:25,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461834,2022-10-13 02:25,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461835,2022-10-13 02:25,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461836,2022-10-13 02:25,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461837,2022-10-13 02:26,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461838,2022-10-13 02:27,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461839,2022-10-13 02:27,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461840,2022-10-13 02:27,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461841,2022-10-13 02:27,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461842,2022-10-13 02:27,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461843,2022-10-13 02:27,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461844,2022-10-13 02:27,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461845,2022-10-13 02:27,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461846,2022-10-13 02:28,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461847,2022-10-13 02:27,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461848,2022-10-13 02:27,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461849,2022-10-13 02:27,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461850,2022-10-13 02:29,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461851,2022-10-13 02:29,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461852,2022-10-13 02:29,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461853,2022-10-13 02:29,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461854,2022-10-13 02:29,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461855,2022-10-13 02:36,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461856,2022-10-13 02:36,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461857,2022-10-13 02:36,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461858,2022-10-13 02:36,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461859,2022-10-13 02:36,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461860,2022-10-13 02:37,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461861,2022-10-13 02:37,LoginPage,NULL,/Login/Authenticate,LoginAttempt,NULL
8461862,2022-10-13 02:37,WorkLog,677,/WorkLog/,MenuAccessed,NULL
8461863,2022-10-13 02:37,WorkLog,677,/WorkLog/GetContractDetails,CustomControls,NULL
8461864,2022-10-13 02:37,WorkLog,677,/WorkLog/GetSiteDetails,CustomControls,NULL
8461865,2022-10-13 02:37,WorkLog,677,/WorkLog/GetTaskCategoryDetails,CustomControls,NULL
8461866,2022-10-13 02:39,WorkLog,677,/WorkLog/CreateLogEntries,CustomControls,NULL
8461867,2022-10-13 02:39,WorkLog,677,/WorkLog/WorkLogDailyViewer/ReadEntries,CustomControls,NULL
8461868,2022-10-13 02:39,WorkLog,677,/WorkLog/GetLogEntries,CustomControls,NULL
8461869,2022-10-13 02:39,WorkLog,677,/WorkLog/GetLogEntries,CustomControls,NULL
8461870,2022-10-13 02:39,WorkLog,677,/WorkLog/GetTaskCategoryDetails,CustomControls,NULL
8461871,2022-10-13 02:39,WorkLog,677,/WorkLog/GetSiteDetails,CustomControls,NULL
8461872,2022-10-13 02:39,WorkLog,677,/WorkLog/GetContractDetails,CustomControls,NULL
8461873,2022-10-13 02:39,WorkLog,677,/WorkLog/GetTaskCategoryDetails,CustomControls,NULL
8461874,2022-10-13 02:39,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461875,2022-10-13 02:40,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461876,2022-10-13 02:40,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461877,2022-10-13 02:40,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461878,2022-10-13 02:40,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461879,2022-10-13 02:40,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461880,2022-10-13 02:40,WorkLog,677,/WorkLog/GetSiteDetails,CustomControls,NULL
8461881,2022-10-13 02:40,WorkLog,677,/WorkLog/GetTaskCategoryDetails,CustomControls,NULL
8461882,2022-10-13 02:40,WorkLog,677,/WorkLog/GetContractDetails,CustomControls,NULL
8461883,2022-10-13 02:41,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461884,2022-10-13 02:41,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461885,2022-10-13 02:41,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461886,2022-10-13 02:41,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461887,2022-10-13 02:41,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461888,2022-10-13 02:42,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461889,2022-10-13 02:42,WorkLog,677,/WorkLog/CreateLogEntries,CustomControls,NULL
8461890,2022-10-13 02:42,WorkLog,677,/WorkLog/GetLogEntries,CustomControls,NULL
8461891,2022-10-13 02:42,WorkLog,677,/WorkLog/GetTaskCategoryDetails,CustomControls,NULL
8461892,2022-10-13 02:42,WorkLog,677,/WorkLog/GetLogEntries,CustomControls,NULL
8461893,2022-10-13 02:42,WorkLog,677,/WorkLog/GetLogEntries,CustomControls,NULL
8461894,2022-10-13 02:42,WorkLog,677,/WorkLog/GetTaskCategoryDetails,CustomControls,NULL
8461895,2022-10-13 02:42,WorkLog,677,/WorkLog/WorkLogDailyViewer/ReadEntries,CustomControls,NULL
8461896,2022-10-13 02:42,WorkLog,677,/WorkLog/UpdateLogEntries,CustomControls,NULL
8461897,2022-10-13 02:42,WorkLog,677,/WorkLog/GetLogEntries,CustomControls,NULL
8461898,2022-10-13 02:42,WorkLog,677,/WorkLog/GetTaskCategoryDetails,CustomControls,NULL
8461899,2022-10-13 02:42,WorkLog,677,/WorkLog/GetLogEntries,CustomControls,NULL
8461900,2022-10-13 02:42,WorkLog,677,/WorkLog/GetLogEntries,CustomControls,NULL
8461901,2022-10-13 02:42,WorkLog,677,/WorkLog/GetTaskCategoryDetails,CustomControls,NULL
8461902,2022-10-13 02:42,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461903,2022-10-13 02:42,WorkLog,677,/WorkLog/WorkLogDailyViewer/ReadEntries,CustomControls,NULL
8461904,2022-10-13 02:42,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461905,2022-10-13 02:42,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461906,2022-10-13 02:42,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461907,2022-10-13 02:42,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461908,2022-10-13 02:42,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461909,2022-10-13 02:43,WorkLog,677,/WorkLog/GetLogEntries,CustomControls,NULL
8461910,2022-10-13 02:43,WorkLog,677,/WorkLog/GetTaskCategoryDetails,CustomControls,NULL
8461911,2022-10-13 02:43,WorkLog,677,/WorkLog/GetLogEntries,CustomControls,NULL
8461912,2022-10-13 02:43,WorkLog,677,/WorkLog/GetTaskCategoryDetails,CustomControls,NULL
8461913,2022-10-13 02:43,WorkLog,677,/WorkLog/WorkLogDailyViewer/ReadEntries,CustomControls,NULL
8461914,2022-10-13 02:43,WorkLog,677,/WorkLog/GetContractDetails,CustomControls,NULL
8461915,2022-10-13 02:43,WorkLog,677,/WorkLog/GetTaskCategoryDetails,CustomControls,NULL
8461916,2022-10-13 02:43,WorkLog,677,/WorkLog/GetSiteDetails,CustomControls,NULL
8461917,2022-10-13 02:44,WorkLog,677,/WorkLog/CreateLogEntries,CustomControls,NULL
8461918,2022-10-13 02:44,WorkLog,677,/WorkLog/GetLogEntries,CustomControls,NULL
8461919,2022-10-13 02:44,WorkLog,677,/WorkLog/GetLogEntries,CustomControls,NULL
8461920,2022-10-13 02:44,WorkLog,677,/WorkLog/GetTaskCategoryDetails,CustomControls,NULL
8461921,2022-10-13 02:44,WorkLog,677,/WorkLog/GetLogEntries,CustomControls,NULL
8461922,2022-10-13 02:44,WorkLog,677,/WorkLog/GetTaskCategoryDetails,CustomControls,NULL
8461923,2022-10-13 02:44,WorkLog,677,/WorkLog/WorkLogDailyViewer/ReadEntries,CustomControls,NULL
8461924,2022-10-13 02:44,WorkLog,677,/Login/Logout,LogoutAttempt,NULL
8461925,2022-10-13 02:45,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461926,2022-10-13 02:45,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461927,2022-10-13 02:45,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461928,2022-10-13 02:45,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461929,2022-10-13 02:45,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461930,2022-10-13 02:45,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461931,2022-10-13 02:45,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461932,2022-10-13 02:46,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461933,2022-10-13 02:46,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461934,2022-10-13 02:46,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461935,2022-10-13 02:46,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461936,2022-10-13 02:46,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461937,2022-10-13 02:46,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461938,2022-10-13 02:46,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461939,2022-10-13 02:46,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461940,2022-10-13 02:46,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461941,2022-10-13 02:46,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461942,2022-10-13 02:46,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461943,2022-10-13 02:48,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461944,2022-10-13 02:48,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461945,2022-10-13 02:48,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461946,2022-10-13 02:48,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461947,2022-10-13 02:48,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461948,2022-10-13 02:48,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461949,2022-10-13 02:52,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461950,2022-10-13 02:52,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461951,2022-10-13 02:52,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461952,2022-10-13 02:52,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461953,2022-10-13 02:52,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461954,2022-10-13 02:52,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461955,2022-10-13 02:54,Support,993,/Support/Tickets/ReopenTicket,ButtonClicked,NULL
8461956,2022-10-13 02:54,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461957,2022-10-13 02:54,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461958,2022-10-13 02:54,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461959,2022-10-13 02:54,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461960,2022-10-13 02:54,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461961,2022-10-13 02:59,Support,993,/Support/Tickets,MenuAccessed,NULL
8461962,2022-10-13 02:59,Support,993,/Support/Tickets,MenuAccessed,NULL
8461963,2022-10-13 03:00,Support,993,/Support/Tickets/GetInformedUsers,CustomControls,NULL
8461964,2022-10-13 03:00,Support,993,/Support/Tickets/GetAllSupervisor,CustomControls,NULL
8461965,2022-10-13 03:00,Support,993,/Support/Tickets/GetAllApprovedUsers,CustomControls,NULL
8461966,2022-10-13 03:00,Support,993,/Support/Tickets/GetAssignedUsers,CustomControls,NULL
8461967,2022-10-13 03:01,Support,993,/Support/Tickets/AddComment,ButtonClicked,NULL
8461968,2022-10-13 03:17,LoginPage,NULL,/Login/Authenticate,LoginAttempt,NULL
8461969,2022-10-13 03:22,LoginPage,993,/Login/Authenticate,LoginAttempt,NULL
8461970,2022-10-13 03:22,Support,993,/Support/Tickets,MenuAccessed,NULL
8461971,2022-10-13 03:26,LoginPage,NULL,/Login/Authenticate,LoginAttempt,NULL
8461972,2022-10-13 03:26,ASTIR,1228,/ASTIR/ExportData,MenuAccessed,NULL
8461973,2022-10-13 03:26,ASTIR,1228,/ASTIR/,MenuAccessed,2
8461974,2022-10-13 03:44,Support,993,/Login/ExtendSession,SessionTracking,NULL
8461975,2022-10-13 03:44,ASTIR,993,/ASTIR/,MenuAccessed,NULL
8461976,2022-10-13 03:44,ASTIR,993,/ASTIR/TagDataViewer/,MenuAccessed,NULL
8461977,2022-10-13 03:45,ASTIR,993,/ASTIR/TagDataViewer/SearchTags,SpanClicked,14
8461978,2022-10-13 03:45,ASTIR,993,/ASTIR/TagDataViewer/GetTagDataValues,SpanClicked,14
8461979,2022-10-13 03:46,ASTIR,993,/ASTIR/TagDataViewer/GetTagDataValues,ButtonClicked,14
8461980,2022-10-13 03:46,ASTIR,993,/ASTIR/TagDataViewer/GetTagDataValues,ButtonClicked,14
8461981,2022-10-13 03:46,ASTIR,993,/ASTIR/TagDataViewer/GetTagDataValues,ButtonClicked,14
8461982,2022-10-13 04:10,ASTIR,993,/ASTIR/TagDataViewer/GetTagDataValues,ButtonClicked,14
